Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,France,Snacks,Online,C,6/6/2017,153359115,6/15/2017,1225,152.58,97.44,186910.50,119364.00,67546.50
Europe,France,Fruits,Online,L,2/20/2013,847281777,2/28/2013,8361,9.33,6.92,78008.13,57858.12,20150.01
Europe,France,Office Supplies,Online,C,8/23/2014,854342210,9/9/2014,7700,651.21,524.96,5014317.00,4042192.00,972125.00
Europe,France,Meat,Offline,H,3/11/2010,163604295,3/22/2010,3001,421.89,364.69,1266091.89,1094434.69,171657.20
Europe,France,Vegetables,Offline,M,5/11/2017,969366490,5/28/2017,5941,154.06,90.93,915270.46,540215.13,375055.33
Europe,France,Cereal,Offline,C,8/26/2013,914602649,9/26/2013,103,205.70,117.11,21187.10,12062.33,9124.77
Europe,France,Personal Care,Offline,C,1/25/2015,346245563,3/2/2015,611,81.73,56.67,49937.03,34625.37,15311.66
Europe,France,Personal Care,Online,H,2/24/2011,523686349,3/31/2011,9283,81.73,56.67,758699.59,526067.61,232631.98
Europe,France,Cereal,Online,C,3/9/2016,290988194,3/22/2016,8728,205.70,117.11,1795349.60,1022136.08,773213.52
Europe,France,Baby Food,Offline,C,12/26/2013,465342938,1/31/2014,4171,255.28,159.42,1064772.88,664940.82,399832.06
Europe,France,Meat,Offline,H,1/20/2015,580071103,2/23/2015,4785,421.89,364.69,2018743.65,1745041.65,273702.00
Europe,France,Office Supplies,Online,C,1/8/2017,911812722,1/14/2017,4502,651.21,524.96,2931747.42,2363369.92,568377.50
Europe,France,Office Supplies,Offline,H,6/26/2013,667388808,7/19/2013,4034,651.21,524.96,2626981.14,2117688.64,509292.50
Europe,France,Baby Food,Online,M,6/23/2016,233772170,8/2/2016,7235,255.28,159.42,1846950.80,1153403.70,693547.10
Europe,France,Snacks,Offline,C,11/17/2014,788740956,12/12/2014,4831,152.58,97.44,737113.98,470732.64,266381.34
Europe,France,Meat,Offline,M,7/10/2012,613118493,8/2/2012,4242,421.89,364.69,1789657.38,1547014.98,242642.40
Europe,France,Fruits,Online,H,1/4/2010,193903386,1/16/2010,9176,9.33,6.92,85612.08,63497.92,22114.16
Europe,France,Meat,Offline,L,1/4/2015,972114789,1/9/2015,9223,421.89,364.69,3891091.47,3363535.87,527555.60
Europe,France,Snacks,Online,M,6/22/2011,858753049,6/25/2011,2965,152.58,97.44,452399.70,288909.60,163490.10
Europe,France,Cosmetics,Offline,H,1/14/2016,206756532,3/4/2016,2707,437.20,263.33,1183500.40,712834.31,470666.09
Europe,France,Clothes,Offline,C,6/7/2012,715642821,6/26/2012,3469,109.28,35.84,379092.32,124328.96,254763.36
Europe,France,Clothes,Offline,C,12/2/2016,482845962,1/1/2017,3705,109.28,35.84,404882.40,132787.20,272095.20
Europe,France,Cosmetics,Offline,M,5/25/2013,135658681,6/24/2013,3273,437.20,263.33,1430955.60,861879.09,569076.51
Europe,France,Snacks,Offline,C,3/30/2013,685681474,4/5/2013,7240,152.58,97.44,1104679.20,705465.60,399213.60
Europe,France,Baby Food,Online,H,2/13/2016,472741115,3/15/2016,3456,255.28,159.42,882247.68,550955.52,331292.16
Europe,France,Beverages,Online,L,7/11/2010,570657193,7/17/2010,9000,47.45,31.79,427050.00,286110.00,140940.00
Europe,France,Cosmetics,Offline,M,9/23/2011,868759191,10/28/2011,4005,437.20,263.33,1750986.00,1054636.65,696349.35
Europe,France,Baby Food,Online,L,12/19/2014,507845866,1/26/2015,1732,255.28,159.42,442144.96,276115.44,166029.52
Europe,France,Cereal,Offline,H,8/19/2011,618163192,10/8/2011,7080,205.70,117.11,1456356.00,829138.80,627217.20
Europe,France,Meat,Online,C,7/4/2014,623659789,7/31/2014,3646,421.89,364.69,1538210.94,1329659.74,208551.20
Europe,France,Snacks,Online,H,6/14/2011,648462283,6/14/2011,3255,152.58,97.44,496647.90,317167.20,179480.70
Europe,France,Baby Food,Offline,M,10/25/2013,765008771,12/10/2013,1950,255.28,159.42,497796.00,310869.00,186927.00
Europe,France,Beverages,Offline,L,1/2/2011,486763274,2/2/2011,2925,47.45,31.79,138791.25,92985.75,45805.50
Europe,France,Meat,Online,M,4/21/2010,489807689,5/12/2010,3835,421.89,364.69,1617948.15,1398586.15,219362.00
Europe,France,Household,Online,H,9/20/2013,689162337,9/21/2013,7305,668.27,502.54,4881712.35,3671054.70,1210657.65
Europe,France,Personal Care,Offline,C,4/28/2017,223963439,6/10/2017,4613,81.73,56.67,377020.49,261418.71,115601.78
Europe,France,Office Supplies,Offline,L,9/24/2015,100990378,10/22/2015,4152,651.21,524.96,2703823.92,2179633.92,524190.00
Europe,France,Snacks,Online,L,9/16/2012,717502772,9/18/2012,3870,152.58,97.44,590484.60,377092.80,213391.80
Europe,France,Personal Care,Online,H,6/19/2011,898819243,7/5/2011,9443,81.73,56.67,771776.39,535134.81,236641.58
Europe,France,Snacks,Offline,L,11/5/2016,133107793,12/1/2016,8409,152.58,97.44,1283045.22,819372.96,463672.26
Europe,France,Snacks,Online,M,3/24/2011,611300170,4/19/2011,6160,152.58,97.44,939892.80,600230.40,339662.40
Europe,France,Vegetables,Offline,C,9/5/2014,105557000,9/19/2014,5517,154.06,90.93,849949.02,501660.81,348288.21
Europe,France,Meat,Online,L,12/6/2011,148750865,1/13/2012,7541,421.89,364.69,3181472.49,2750127.29,431345.20
Europe,France,Baby Food,Online,L,1/21/2016,876552188,1/21/2016,126,255.28,159.42,32165.28,20086.92,12078.36
Europe,France,Household,Offline,C,6/23/2016,102709996,7/1/2016,3025,668.27,502.54,2021516.75,1520183.50,501333.25
Europe,France,Cosmetics,Online,L,11/22/2013,939997375,11/29/2013,4967,437.20,263.33,2171572.40,1307960.11,863612.29
Europe,France,Fruits,Offline,L,4/17/2012,813403117,6/1/2012,2913,9.33,6.92,27178.29,20157.96,7020.33
Europe,France,Personal Care,Offline,C,2/2/2011,249555575,2/6/2011,7895,81.73,56.67,645258.35,447409.65,197848.70
Europe,France,Office Supplies,Online,C,2/18/2014,283829057,3/27/2014,180,651.21,524.96,117217.80,94492.80,22725.00
Europe,France,Cereal,Online,L,5/11/2011,750986611,6/27/2011,2482,205.70,117.11,510547.40,290667.02,219880.38
Europe,France,Office Supplies,Online,M,4/28/2016,565358006,5/11/2016,852,651.21,524.96,554830.92,447265.92,107565.00
Europe,France,Meat,Online,L,1/10/2011,653366649,2/3/2011,4565,421.89,364.69,1925927.85,1664809.85,261118.00
Europe,France,Beverages,Online,H,1/27/2013,613217198,3/9/2013,3451,47.45,31.79,163749.95,109707.29,54042.66
Europe,France,Cereal,Online,C,8/17/2011,396105039,10/5/2011,5138,205.70,117.11,1056886.60,601711.18,455175.42
Europe,France,Baby Food,Online,M,3/4/2015,556775367,3/13/2015,1059,255.28,159.42,270341.52,168825.78,101515.74
Europe,France,Cereal,Offline,C,7/10/2017,907147395,7/13/2017,3928,205.70,117.11,807989.60,460008.08,347981.52
Europe,France,Vegetables,Offline,H,8/8/2011,316876447,9/4/2011,9637,154.06,90.93,1484676.22,876292.41,608383.81
Europe,France,Snacks,Offline,C,1/10/2011,784428822,1/15/2011,8775,152.58,97.44,1338889.50,855036.00,483853.50
Europe,France,Snacks,Online,C,6/6/2017,153359115,6/15/2017,1225,152.58,97.44,186910.50,119364.00,67546.50
Europe,France,Fruits,Online,L,2/20/2013,847281777,2/28/2013,8361,9.33,6.92,78008.13,57858.12,20150.01
Europe,France,Office Supplies,Online,C,8/23/2014,854342210,9/9/2014,7700,651.21,524.96,5014317.00,4042192.00,972125.00
Europe,France,Meat,Offline,H,3/11/2010,163604295,3/22/2010,3001,421.89,364.69,1266091.89,1094434.69,171657.20
Europe,France,Vegetables,Offline,M,5/11/2017,969366490,5/28/2017,5941,154.06,90.93,915270.46,540215.13,375055.33
Europe,France,Cereal,Offline,C,8/26/2013,914602649,9/26/2013,103,205.70,117.11,21187.10,12062.33,9124.77
Europe,France,Personal Care,Offline,C,1/25/2015,346245563,3/2/2015,611,81.73,56.67,49937.03,34625.37,15311.66
Europe,France,Personal Care,Online,H,2/24/2011,523686349,3/31/2011,9283,81.73,56.67,758699.59,526067.61,232631.98
Europe,France,Cereal,Online,C,3/9/2016,290988194,3/22/2016,8728,205.70,117.11,1795349.60,1022136.08,773213.52
Europe,France,Baby Food,Offline,C,12/26/2013,465342938,1/31/2014,4171,255.28,159.42,1064772.88,664940.82,399832.06
Europe,France,Meat,Offline,H,1/20/2015,580071103,2/23/2015,4785,421.89,364.69,2018743.65,1745041.65,273702.00
Europe,France,Office Supplies,Online,C,1/8/2017,911812722,1/14/2017,4502,651.21,524.96,2931747.42,2363369.92,568377.50
Europe,France,Office Supplies,Offline,H,6/26/2013,667388808,7/19/2013,4034,651.21,524.96,2626981.14,2117688.64,509292.50
Europe,France,Baby Food,Online,M,6/23/2016,233772170,8/2/2016,7235,255.28,159.42,1846950.80,1153403.70,693547.10
Europe,France,Snacks,Offline,C,11/17/2014,788740956,12/12/2014,4831,152.58,97.44,737113.98,470732.64,266381.34
Europe,France,Meat,Offline,M,7/10/2012,613118493,8/2/2012,4242,421.89,364.69,1789657.38,1547014.98,242642.40
Europe,France,Fruits,Online,H,1/4/2010,193903386,1/16/2010,9176,9.33,6.92,85612.08,63497.92,22114.16
Europe,France,Meat,Offline,L,1/4/2015,972114789,1/9/2015,9223,421.89,364.69,3891091.47,3363535.87,527555.60
Europe,France,Snacks,Online,M,6/22/2011,858753049,6/25/2011,2965,152.58,97.44,452399.70,288909.60,163490.10
Europe,France,Cosmetics,Offline,H,1/14/2016,206756532,3/4/2016,2707,437.20,263.33,1183500.40,712834.31,470666.09
Europe,France,Clothes,Offline,C,6/7/2012,715642821,6/26/2012,3469,109.28,35.84,379092.32,124328.96,254763.36
Europe,France,Clothes,Offline,C,12/2/2016,482845962,1/1/2017,3705,109.28,35.84,404882.40,132787.20,272095.20
Europe,France,Cosmetics,Offline,M,5/25/2013,135658681,6/24/2013,3273,437.20,263.33,1430955.60,861879.09,569076.51
Europe,France,Snacks,Offline,C,3/30/2013,685681474,4/5/2013,7240,152.58,97.44,1104679.20,705465.60,399213.60
Europe,France,Baby Food,Online,H,2/13/2016,472741115,3/15/2016,3456,255.28,159.42,882247.68,550955.52,331292.16
Europe,France,Beverages,Online,L,7/11/2010,570657193,7/17/2010,9000,47.45,31.79,427050.00,286110.00,140940.00
Europe,France,Cosmetics,Offline,M,9/23/2011,868759191,10/28/2011,4005,437.20,263.33,1750986.00,1054636.65,696349.35
Europe,France,Baby Food,Online,L,12/19/2014,507845866,1/26/2015,1732,255.28,159.42,442144.96,276115.44,166029.52
Europe,France,Cereal,Offline,H,8/19/2011,618163192,10/8/2011,7080,205.70,117.11,1456356.00,829138.80,627217.20
Europe,France,Meat,Online,C,7/4/2014,623659789,7/31/2014,3646,421.89,364.69,1538210.94,1329659.74,208551.20
Europe,France,Snacks,Online,H,6/14/2011,648462283,6/14/2011,3255,152.58,97.44,496647.90,317167.20,179480.70
Europe,France,Baby Food,Offline,M,10/25/2013,765008771,12/10/2013,1950,255.28,159.42,497796.00,310869.00,186927.00
Europe,France,Beverages,Offline,L,1/2/2011,486763274,2/2/2011,2925,47.45,31.79,138791.25,92985.75,45805.50
Europe,France,Meat,Online,M,4/21/2010,489807689,5/12/2010,3835,421.89,364.69,1617948.15,1398586.15,219362.00
Europe,France,Household,Online,H,9/20/2013,689162337,9/21/2013,7305,668.27,502.54,4881712.35,3671054.70,1210657.65
Europe,France,Personal Care,Offline,C,4/28/2017,223963439,6/10/2017,4613,81.73,56.67,377020.49,261418.71,115601.78
Europe,France,Office Supplies,Offline,L,9/24/2015,100990378,10/22/2015,4152,651.21,524.96,2703823.92,2179633.92,524190.00
Europe,France,Snacks,Online,L,9/16/2012,717502772,9/18/2012,3870,152.58,97.44,590484.60,377092.80,213391.80
Europe,France,Personal Care,Online,H,6/19/2011,898819243,7/5/2011,9443,81.73,56.67,771776.39,535134.81,236641.58
Europe,France,Snacks,Offline,L,11/5/2016,133107793,12/1/2016,8409,152.58,97.44,1283045.22,819372.96,463672.26
Europe,France,Snacks,Online,M,3/24/2011,611300170,4/19/2011,6160,152.58,97.44,939892.80,600230.40,339662.40
Europe,France,Vegetables,Offline,C,9/5/2014,105557000,9/19/2014,5517,154.06,90.93,849949.02,501660.81,348288.21
Europe,France,Meat,Online,L,12/6/2011,148750865,1/13/2012,7541,421.89,364.69,3181472.49,2750127.29,431345.20
Europe,France,Baby Food,Online,L,1/21/2016,876552188,1/21/2016,126,255.28,159.42,32165.28,20086.92,12078.36
Europe,France,Household,Offline,C,6/23/2016,102709996,7/1/2016,3025,668.27,502.54,2021516.75,1520183.50,501333.25
Europe,France,Cosmetics,Online,L,11/22/2013,939997375,11/29/2013,4967,437.20,263.33,2171572.40,1307960.11,863612.29
Europe,France,Fruits,Offline,L,4/17/2012,813403117,6/1/2012,2913,9.33,6.92,27178.29,20157.96,7020.33
Europe,France,Personal Care,Offline,C,2/2/2011,249555575,2/6/2011,7895,81.73,56.67,645258.35,447409.65,197848.70
Europe,France,Office Supplies,Online,C,2/18/2014,283829057,3/27/2014,180,651.21,524.96,117217.80,94492.80,22725.00
Europe,France,Cereal,Online,L,5/11/2011,750986611,6/27/2011,2482,205.70,117.11,510547.40,290667.02,219880.38
Europe,France,Office Supplies,Online,M,4/28/2016,565358006,5/11/2016,852,651.21,524.96,554830.92,447265.92,107565.00
Europe,France,Meat,Online,L,1/10/2011,653366649,2/3/2011,4565,421.89,364.69,1925927.85,1664809.85,261118.00
Europe,France,Beverages,Online,H,1/27/2013,613217198,3/9/2013,3451,47.45,31.79,163749.95,109707.29,54042.66
Europe,France,Cereal,Online,C,8/17/2011,396105039,10/5/2011,5138,205.70,117.11,1056886.60,601711.18,455175.42
Europe,France,Baby Food,Online,M,3/4/2015,556775367,3/13/2015,1059,255.28,159.42,270341.52,168825.78,101515.74
Europe,France,Cereal,Offline,C,7/10/2017,907147395,7/13/2017,3928,205.70,117.11,807989.60,460008.08,347981.52
Europe,France,Vegetables,Offline,H,8/8/2011,316876447,9/4/2011,9637,154.06,90.93,1484676.22,876292.41,608383.81
Europe,France,Snacks,Offline,C,1/10/2011,784428822,1/15/2011,8775,152.58,97.44,1338889.50,855036.00,483853.50
Europe,France,Snacks,Online,C,6/6/2017,153359115,6/15/2017,1225,152.58,97.44,186910.50,119364.00,67546.50
Europe,France,Fruits,Online,L,2/20/2013,847281777,2/28/2013,8361,9.33,6.92,78008.13,57858.12,20150.01
Europe,France,Office Supplies,Online,C,8/23/2014,854342210,9/9/2014,7700,651.21,524.96,5014317.00,4042192.00,972125.00
Europe,France,Meat,Offline,H,3/11/2010,163604295,3/22/2010,3001,421.89,364.69,1266091.89,1094434.69,171657.20
Europe,France,Vegetables,Offline,M,5/11/2017,969366490,5/28/2017,5941,154.06,90.93,915270.46,540215.13,375055.33
Europe,France,Cereal,Offline,C,8/26/2013,914602649,9/26/2013,103,205.70,117.11,21187.10,12062.33,9124.77
Europe,France,Personal Care,Offline,C,1/25/2015,346245563,3/2/2015,611,81.73,56.67,49937.03,34625.37,15311.66
Europe,France,Personal Care,Online,H,2/24/2011,523686349,3/31/2011,9283,81.73,56.67,758699.59,526067.61,232631.98
Europe,France,Cereal,Online,C,3/9/2016,290988194,3/22/2016,8728,205.70,117.11,1795349.60,1022136.08,773213.52
Europe,France,Baby Food,Offline,C,12/26/2013,465342938,1/31/2014,4171,255.28,159.42,1064772.88,664940.82,399832.06
Europe,France,Meat,Offline,H,1/20/2015,580071103,2/23/2015,4785,421.89,364.69,2018743.65,1745041.65,273702.00
Europe,France,Office Supplies,Online,C,1/8/2017,911812722,1/14/2017,4502,651.21,524.96,2931747.42,2363369.92,568377.50
Europe,France,Office Supplies,Offline,H,6/26/2013,667388808,7/19/2013,4034,651.21,524.96,2626981.14,2117688.64,509292.50
Europe,France,Baby Food,Online,M,6/23/2016,233772170,8/2/2016,7235,255.28,159.42,1846950.80,1153403.70,693547.10
Europe,France,Snacks,Offline,C,11/17/2014,788740956,12/12/2014,4831,152.58,97.44,737113.98,470732.64,266381.34
Europe,France,Meat,Offline,M,7/10/2012,613118493,8/2/2012,4242,421.89,364.69,1789657.38,1547014.98,242642.40
Europe,France,Fruits,Online,H,1/4/2010,193903386,1/16/2010,9176,9.33,6.92,85612.08,63497.92,22114.16
Europe,France,Meat,Offline,L,1/4/2015,972114789,1/9/2015,9223,421.89,364.69,3891091.47,3363535.87,527555.60
Europe,France,Snacks,Online,M,6/22/2011,858753049,6/25/2011,2965,152.58,97.44,452399.70,288909.60,163490.10
Europe,France,Cosmetics,Offline,H,1/14/2016,206756532,3/4/2016,2707,437.20,263.33,1183500.40,712834.31,470666.09
Europe,France,Clothes,Offline,C,6/7/2012,715642821,6/26/2012,3469,109.28,35.84,379092.32,124328.96,254763.36
Europe,France,Clothes,Offline,C,12/2/2016,482845962,1/1/2017,3705,109.28,35.84,404882.40,132787.20,272095.20
Europe,France,Cosmetics,Offline,M,5/25/2013,135658681,6/24/2013,3273,437.20,263.33,1430955.60,861879.09,569076.51
Europe,France,Snacks,Offline,C,3/30/2013,685681474,4/5/2013,7240,152.58,97.44,1104679.20,705465.60,399213.60
Europe,France,Baby Food,Online,H,2/13/2016,472741115,3/15/2016,3456,255.28,159.42,882247.68,550955.52,331292.16
Europe,France,Beverages,Online,L,7/11/2010,570657193,7/17/2010,9000,47.45,31.79,427050.00,286110.00,140940.00
Europe,France,Cosmetics,Offline,M,9/23/2011,868759191,10/28/2011,4005,437.20,263.33,1750986.00,1054636.65,696349.35
Europe,France,Baby Food,Online,L,12/19/2014,507845866,1/26/2015,1732,255.28,159.42,442144.96,276115.44,166029.52
Europe,France,Cereal,Offline,H,8/19/2011,618163192,10/8/2011,7080,205.70,117.11,1456356.00,829138.80,627217.20
Europe,France,Meat,Online,C,7/4/2014,623659789,7/31/2014,3646,421.89,364.69,1538210.94,1329659.74,208551.20
Europe,France,Snacks,Online,H,6/14/2011,648462283,6/14/2011,3255,152.58,97.44,496647.90,317167.20,179480.70
Europe,France,Baby Food,Offline,M,10/25/2013,765008771,12/10/2013,1950,255.28,159.42,497796.00,310869.00,186927.00
Europe,France,Beverages,Offline,L,1/2/2011,486763274,2/2/2011,2925,47.45,31.79,138791.25,92985.75,45805.50
Europe,France,Meat,Online,M,4/21/2010,489807689,5/12/2010,3835,421.89,364.69,1617948.15,1398586.15,219362.00
Europe,France,Household,Online,H,9/20/2013,689162337,9/21/2013,7305,668.27,502.54,4881712.35,3671054.70,1210657.65
Europe,France,Personal Care,Offline,C,4/28/2017,223963439,6/10/2017,4613,81.73,56.67,377020.49,261418.71,115601.78
Europe,France,Office Supplies,Offline,L,9/24/2015,100990378,10/22/2015,4152,651.21,524.96,2703823.92,2179633.92,524190.00
Europe,France,Snacks,Online,L,9/16/2012,717502772,9/18/2012,3870,152.58,97.44,590484.60,377092.80,213391.80
Europe,France,Personal Care,Online,H,6/19/2011,898819243,7/5/2011,9443,81.73,56.67,771776.39,535134.81,236641.58
Europe,France,Snacks,Offline,L,11/5/2016,133107793,12/1/2016,8409,152.58,97.44,1283045.22,819372.96,463672.26
Europe,France,Snacks,Online,M,3/24/2011,611300170,4/19/2011,6160,152.58,97.44,939892.80,600230.40,339662.40
Europe,France,Vegetables,Offline,C,9/5/2014,105557000,9/19/2014,5517,154.06,90.93,849949.02,501660.81,348288.21
Europe,France,Meat,Online,L,12/6/2011,148750865,1/13/2012,7541,421.89,364.69,3181472.49,2750127.29,431345.20
Europe,France,Baby Food,Online,L,1/21/2016,876552188,1/21/2016,126,255.28,159.42,32165.28,20086.92,12078.36
Europe,France,Household,Offline,C,6/23/2016,102709996,7/1/2016,3025,668.27,502.54,2021516.75,1520183.50,501333.25
Europe,France,Cosmetics,Online,L,11/22/2013,939997375,11/29/2013,4967,437.20,263.33,2171572.40,1307960.11,863612.29
Europe,France,Fruits,Offline,L,4/17/2012,813403117,6/1/2012,2913,9.33,6.92,27178.29,20157.96,7020.33
Europe,France,Personal Care,Offline,C,2/2/2011,249555575,2/6/2011,7895,81.73,56.67,645258.35,447409.65,197848.70
Europe,France,Office Supplies,Online,C,2/18/2014,283829057,3/27/2014,180,651.21,524.96,117217.80,94492.80,22725.00
Europe,France,Cereal,Online,L,5/11/2011,750986611,6/27/2011,2482,205.70,117.11,510547.40,290667.02,219880.38
Europe,France,Office Supplies,Online,M,4/28/2016,565358006,5/11/2016,852,651.21,524.96,554830.92,447265.92,107565.00
Europe,France,Meat,Online,L,1/10/2011,653366649,2/3/2011,4565,421.89,364.69,1925927.85,1664809.85,261118.00
Europe,France,Beverages,Online,H,1/27/2013,613217198,3/9/2013,3451,47.45,31.79,163749.95,109707.29,54042.66
Europe,France,Cereal,Online,C,8/17/2011,396105039,10/5/2011,5138,205.70,117.11,1056886.60,601711.18,455175.42
Europe,France,Baby Food,Online,M,3/4/2015,556775367,3/13/2015,1059,255.28,159.42,270341.52,168825.78,101515.74
Europe,France,Cereal,Offline,C,7/10/2017,907147395,7/13/2017,3928,205.70,117.11,807989.60,460008.08,347981.52
Europe,France,Vegetables,Offline,H,8/8/2011,316876447,9/4/2011,9637,154.06,90.93,1484676.22,876292.41,608383.81
Europe,France,Snacks,Offline,C,1/10/2011,784428822,1/15/2011,8775,152.58,97.44,1338889.50,855036.00,483853.50
Europe,France,Snacks,Online,C,6/6/2017,153359115,6/15/2017,1225,152.58,97.44,186910.50,119364.00,67546.50
Europe,France,Fruits,Online,L,2/20/2013,847281777,2/28/2013,8361,9.33,6.92,78008.13,57858.12,20150.01
Europe,France,Office Supplies,Online,C,8/23/2014,854342210,9/9/2014,7700,651.21,524.96,5014317.00,4042192.00,972125.00
Europe,France,Meat,Offline,H,3/11/2010,163604295,3/22/2010,3001,421.89,364.69,1266091.89,1094434.69,171657.20
Europe,France,Vegetables,Offline,M,5/11/2017,969366490,5/28/2017,5941,154.06,90.93,915270.46,540215.13,375055.33
Europe,France,Cereal,Offline,C,8/26/2013,914602649,9/26/2013,103,205.70,117.11,21187.10,12062.33,9124.77
Europe,France,Personal Care,Offline,C,1/25/2015,346245563,3/2/2015,611,81.73,56.67,49937.03,34625.37,15311.66
Europe,France,Personal Care,Online,H,2/24/2011,523686349,3/31/2011,9283,81.73,56.67,758699.59,526067.61,232631.98
Europe,France,Cereal,Online,C,3/9/2016,290988194,3/22/2016,8728,205.70,117.11,1795349.60,1022136.08,773213.52
Europe,France,Baby Food,Offline,C,12/26/2013,465342938,1/31/2014,4171,255.28,159.42,1064772.88,664940.82,399832.06
Europe,France,Meat,Offline,H,1/20/2015,580071103,2/23/2015,4785,421.89,364.69,2018743.65,1745041.65,273702.00
Europe,France,Office Supplies,Online,C,1/8/2017,911812722,1/14/2017,4502,651.21,524.96,2931747.42,2363369.92,568377.50
Europe,France,Office Supplies,Offline,H,6/26/2013,667388808,7/19/2013,4034,651.21,524.96,2626981.14,2117688.64,509292.50
Europe,France,Baby Food,Online,M,6/23/2016,233772170,8/2/2016,7235,255.28,159.42,1846950.80,1153403.70,693547.10
Europe,France,Snacks,Offline,C,11/17/2014,788740956,12/12/2014,4831,152.58,97.44,737113.98,470732.64,266381.34
Europe,France,Meat,Offline,M,7/10/2012,613118493,8/2/2012,4242,421.89,364.69,1789657.38,1547014.98,242642.40
Europe,France,Fruits,Online,H,1/4/2010,193903386,1/16/2010,9176,9.33,6.92,85612.08,63497.92,22114.16
Europe,France,Meat,Offline,L,1/4/2015,972114789,1/9/2015,9223,421.89,364.69,3891091.47,3363535.87,527555.60
Europe,France,Snacks,Online,M,6/22/2011,858753049,6/25/2011,2965,152.58,97.44,452399.70,288909.60,163490.10
Europe,France,Cosmetics,Offline,H,1/14/2016,206756532,3/4/2016,2707,437.20,263.33,1183500.40,712834.31,470666.09
Europe,France,Clothes,Offline,C,6/7/2012,715642821,6/26/2012,3469,109.28,35.84,379092.32,124328.96,254763.36
Europe,France,Clothes,Offline,C,12/2/2016,482845962,1/1/2017,3705,109.28,35.84,404882.40,132787.20,272095.20
Europe,France,Cosmetics,Offline,M,5/25/2013,135658681,6/24/2013,3273,437.20,263.33,1430955.60,861879.09,569076.51
Europe,France,Snacks,Offline,C,3/30/2013,685681474,4/5/2013,7240,152.58,97.44,1104679.20,705465.60,399213.60
Europe,France,Baby Food,Online,H,2/13/2016,472741115,3/15/2016,3456,255.28,159.42,882247.68,550955.52,331292.16
Europe,France,Beverages,Online,L,7/11/2010,570657193,7/17/2010,9000,47.45,31.79,427050.00,286110.00,140940.00
Europe,France,Cosmetics,Offline,M,9/23/2011,868759191,10/28/2011,4005,437.20,263.33,1750986.00,1054636.65,696349.35
Europe,France,Baby Food,Online,L,12/19/2014,507845866,1/26/2015,1732,255.28,159.42,442144.96,276115.44,166029.52
Europe,France,Cereal,Offline,H,8/19/2011,618163192,10/8/2011,7080,205.70,117.11,1456356.00,829138.80,627217.20
Europe,France,Meat,Online,C,7/4/2014,623659789,7/31/2014,3646,421.89,364.69,1538210.94,1329659.74,208551.20
Europe,France,Snacks,Online,H,6/14/2011,648462283,6/14/2011,3255,152.58,97.44,496647.90,317167.20,179480.70
Europe,France,Baby Food,Offline,M,10/25/2013,765008771,12/10/2013,1950,255.28,159.42,497796.00,310869.00,186927.00
Europe,France,Beverages,Offline,L,1/2/2011,486763274,2/2/2011,2925,47.45,31.79,138791.25,92985.75,45805.50
Europe,France,Meat,Online,M,4/21/2010,489807689,5/12/2010,3835,421.89,364.69,1617948.15,1398586.15,219362.00
Europe,France,Household,Online,H,9/20/2013,689162337,9/21/2013,7305,668.27,502.54,4881712.35,3671054.70,1210657.65
Europe,France,Personal Care,Offline,C,4/28/2017,223963439,6/10/2017,4613,81.73,56.67,377020.49,261418.71,115601.78
Europe,France,Office Supplies,Offline,L,9/24/2015,100990378,10/22/2015,4152,651.21,524.96,2703823.92,2179633.92,524190.00
Europe,France,Snacks,Online,L,9/16/2012,717502772,9/18/2012,3870,152.58,97.44,590484.60,377092.80,213391.80
Europe,France,Personal Care,Online,H,6/19/2011,898819243,7/5/2011,9443,81.73,56.67,771776.39,535134.81,236641.58
Europe,France,Snacks,Offline,L,11/5/2016,133107793,12/1/2016,8409,152.58,97.44,1283045.22,819372.96,463672.26
Europe,France,Snacks,Online,M,3/24/2011,611300170,4/19/2011,6160,152.58,97.44,939892.80,600230.40,339662.40
Europe,France,Vegetables,Offline,C,9/5/2014,105557000,9/19/2014,5517,154.06,90.93,849949.02,501660.81,348288.21
Europe,France,Meat,Online,L,12/6/2011,148750865,1/13/2012,7541,421.89,364.69,3181472.49,2750127.29,431345.20
Europe,France,Baby Food,Online,L,1/21/2016,876552188,1/21/2016,126,255.28,159.42,32165.28,20086.92,12078.36
Europe,France,Household,Offline,C,6/23/2016,102709996,7/1/2016,3025,668.27,502.54,2021516.75,1520183.50,501333.25
Europe,France,Cosmetics,Online,L,11/22/2013,939997375,11/29/2013,4967,437.20,263.33,2171572.40,1307960.11,863612.29
Europe,France,Fruits,Offline,L,4/17/2012,813403117,6/1/2012,2913,9.33,6.92,27178.29,20157.96,7020.33
Europe,France,Personal Care,Offline,C,2/2/2011,249555575,2/6/2011,7895,81.73,56.67,645258.35,447409.65,197848.70
Europe,France,Office Supplies,Online,C,2/18/2014,283829057,3/27/2014,180,651.21,524.96,117217.80,94492.80,22725.00
Europe,France,Cereal,Online,L,5/11/2011,750986611,6/27/2011,2482,205.70,117.11,510547.40,290667.02,219880.38
Europe,France,Office Supplies,Online,M,4/28/2016,565358006,5/11/2016,852,651.21,524.96,554830.92,447265.92,107565.00
